case,episode,seed,target_index,assigned_defenders,active_defenders,active_hits,target_covered,active_group_complete,coordinated,arrival_spread_s,E_co_time_s,E_n_g,E_miss_m,E_t_s
case2,30,90030,1,3,3,1,1,0,0,0.0,0.0,0.4580599321624798,2.375778247492696,26.150000000000237
case2,30,90030,2,3,3,3,1,1,0,34.99999999999802,15.555555555554676,0.4006696475692406,2.8794084723151845,72.14999999999804
case2,30,90030,3,3,3,3,1,1,1,0.15000000000000213,0.06666666666666643,0.14050697429609932,1.526621560540794,28.100000000000264
case2,30,90030,4,2,1,0,0,0,0,nan,nan,nan,nan,nan
case2,30,90030,5,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.3010188494833941,1.7114906749179053,26.750000000000245
case2,30,90030,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.14690041747139365,2.305135937266936,26.30000000000024
case2,30,90030,7,2,2,2,1,1,1,0.0,0.0,0.31206268855111907,2.064717716502894,27.550000000000257
case2,31,90031,0,3,3,3,1,1,1,0.15000000000000213,0.0666666666666688,0.28237053380611793,1.633197393611441,29.30000000000028
case2,31,90031,1,3,2,2,1,1,1,0.0,0.0,0.27031853969343467,2.221683647232335,26.200000000000237
case2,31,90031,2,3,3,3,1,1,0,2.6999999999998536,1.1777777777777156,0.20547667234980127,2.782405196540866,65.34999999999843
case2,31,90031,3,3,3,3,1,1,1,0.20000000000000284,0.08888888888889095,0.32610896933946965,1.8191562043244023,28.150000000000265
case2,31,90031,4,2,2,2,1,1,1,0.0,0.0,0.22949063992611207,1.810317824201224,24.850000000000218
case2,31,90031,5,2,2,2,1,1,1,0.0,0.0,0.4967886994179687,1.933761475895554,26.750000000000245
case2,31,90031,6,2,1,1,1,1,1,0.0,0.0,0.13781977582877286,1.9077601731638163,31.050000000000306
case2,31,90031,7,2,2,2,1,1,1,0.0,0.0,0.30950504611732943,2.5717174393661377,27.550000000000257
case2,32,90032,0,3,3,3,1,1,1,0.20000000000000284,0.0777777777777781,0.19434613768150447,1.943825538311761,29.30000000000028
case2,32,90032,1,3,3,2,1,0,0,0.0,0.0,0.49135419917963497,2.6566080806962273,26.150000000000237
case2,32,90032,2,3,3,3,1,1,0,25.749999999998536,11.422222222221572,0.2769379548138258,2.822996569030172,62.89999999999856
case2,32,90032,3,3,3,3,1,1,1,0.20000000000000284,0.08888888888889095,0.16897879275757885,1.60095947514757,28.150000000000265
case2,32,90032,4,2,2,2,1,1,1,0.0,0.0,0.08808264077274564,1.8814733487499453,24.850000000000218
case2,32,90032,5,2,2,2,1,1,1,0.0,0.0,0.18560043081697397,1.419902410472366,26.750000000000245
case2,32,90032,6,2,2,1,1,0,0,0.0,0.0,0.06258431132708878,1.9197960908842653,26.250000000000238
case2,32,90032,7,2,0,0,0,0,0,nan,nan,nan,nan,nan
case2,33,90033,0,3,3,3,1,1,1,0.15000000000000213,0.0666666666666688,0.24787733548403357,2.074119401915947,29.30000000000028
case2,33,90033,1,3,3,2,1,0,0,0.05000000000000071,0.025000000000000355,0.21631907998148991,2.730394418188137,26.150000000000237
case2,33,90033,2,3,3,3,1,1,0,26.74999999999848,11.877777777777103,0.4295004032495034,2.923884742302731,63.899999999998506
case2,33,90033,3,3,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.23995466105356328,2.1327502336001953,28.150000000000265
case2,33,90033,4,2,2,1,1,0,0,0.0,0.0,0.004658890354778955,1.3906502785024313,24.850000000000218
case2,33,90033,5,2,1,1,1,1,1,0.0,0.0,0.3036143062190393,1.1830959637296923,50.049999999999294
case2,33,90033,6,2,2,1,1,0,0,0.0,0.0,0.13481450207759577,2.491663425504726,26.30000000000024
case2,33,90033,7,2,2,1,1,0,0,0.0,0.0,0.3512802745844424,0.9046727986997414,27.550000000000257
case2,34,90034,0,3,3,3,1,1,1,0.20000000000000284,0.0777777777777781,0.3222831927966216,1.9137114400028523,29.30000000000028
case2,34,90034,1,3,3,2,1,0,0,44.79999999999788,22.39999999999894,0.6589582792703051,2.359256640265041,70.94999999999811
case2,34,90034,2,3,2,1,1,0,0,0.0,0.0,0.20019623903720213,2.6129300947746117,63.69999999999852
case2,34,90034,3,3,3,3,1,1,1,0.20000000000000284,0.08888888888889095,0.31233578974465,1.391986208542426,28.150000000000265
case2,34,90034,4,2,2,2,1,1,1,0.0,0.0,0.2751252537376677,1.4845681754578783,24.850000000000218
case2,34,90034,5,2,2,2,1,1,1,0.0,0.0,0.42783564622106207,1.070088839938692,26.750000000000245
case2,34,90034,6,2,1,1,1,1,1,0.0,0.0,0.543044988052055,2.8748737652490473,31.050000000000306
case2,34,90034,7,2,2,2,1,1,1,0.0,0.0,0.17577221830076528,0.9739616313483748,27.550000000000257
case2,35,90035,0,3,3,3,1,1,1,0.15000000000000213,0.0666666666666688,0.1953852830962357,1.9617207784303339,29.30000000000028
case2,35,90035,1,3,3,3,1,1,1,0.0,0.0,0.23518979569902668,2.5214395412864956,26.150000000000237
case2,35,90035,2,3,3,3,1,1,0,27.699999999998433,12.299999999999306,0.4024440859445238,2.84661949679251,64.84999999999846
case2,35,90035,3,3,3,3,1,1,1,0.15000000000000213,0.06666666666666643,0.11058802094495679,2.0275984252800807,28.100000000000264
case2,35,90035,4,2,2,2,1,1,1,0.0,0.0,0.1845459963861771,1.7187443436793641,24.850000000000218
case2,35,90035,5,2,1,1,1,1,1,0.0,0.0,0.3167224077922054,1.9382911289450901,41.64999999999977
case2,35,90035,6,2,2,2,1,1,1,0.10000000000000142,0.05000000000000071,0.11281772139481946,2.5612818948851244,26.35000000000024
case2,35,90035,7,2,1,0,0,0,0,nan,nan,nan,nan,nan
case2,36,90036,0,3,3,3,1,1,1,0.20000000000000284,0.0777777777777781,0.2573721378794815,1.9982544889933207,29.30000000000028
case2,36,90036,1,3,3,2,1,0,0,0.0,0.0,0.1810816989149099,2.454151971426358,26.150000000000237
case2,36,90036,2,3,3,2,1,0,0,0.09999999999999432,0.04999999999999716,0.44558769892365446,2.8284224222588152,37.25000000000002
case2,36,90036,3,3,2,2,1,1,1,0.0,0.0,0.30210301044657994,1.9395435534217358,28.000000000000263
case2,36,90036,4,2,2,2,1,1,1,0.0,0.0,0.18896520115874835,2.213463664860158,24.850000000000218
case2,36,90036,5,2,2,2,1,1,1,0.0,0.0,0.1721042409360024,1.022598979982237,26.750000000000245
case2,36,90036,6,2,1,1,1,1,1,0.0,0.0,0.14338832249642455,0.923762864574716,31.050000000000306
case2,36,90036,7,2,2,2,1,1,1,0.0,0.0,0.2270043225991134,1.8905026962506741,27.550000000000257
case2,37,90037,0,3,3,3,1,1,1,0.20000000000000284,0.0777777777777781,0.4052706476641723,1.615565633160399,29.30000000000028
case2,37,90037,1,3,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.4324697109076582,2.649626015081416,26.200000000000237
case2,37,90037,2,3,2,2,1,1,1,0.04999999999999716,0.02499999999999858,0.5161752775202256,2.675503204591518,37.350000000000016
case2,37,90037,3,3,3,3,1,1,1,0.20000000000000284,0.08888888888889095,0.23399124833935306,1.8921877312202937,28.150000000000265
case2,37,90037,4,2,2,2,1,1,1,0.0,0.0,0.3845424392994375,2.076698958775868,24.850000000000218
case2,37,90037,5,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.10709054780853773,1.8558801463453458,26.750000000000245
case2,37,90037,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.23807691141411594,1.8517721572241972,26.30000000000024
case2,37,90037,7,2,2,2,1,1,1,0.0,0.0,0.29769801084380326,2.009516673893841,27.550000000000257
case2,38,90038,0,3,3,3,1,1,1,0.15000000000000213,0.0666666666666688,0.25948084332551447,1.7307123945366494,29.30000000000028
case2,38,90038,1,3,3,1,1,0,0,0.0,0.0,0.5125162513390817,2.481062178784451,26.150000000000237
case2,38,90038,2,3,3,3,1,1,0,34.04999999999807,15.111111111110255,0.2224210709323009,2.7245738619832647,71.1999999999981
case2,38,90038,3,3,2,2,1,1,1,0.0,0.0,0.15104282021763252,1.177583453993826,28.000000000000263
case2,38,90038,4,2,2,2,1,1,1,0.0,0.0,0.13825888491237295,2.032283632932436,24.850000000000218
case2,38,90038,5,2,2,2,1,1,1,0.0,0.0,0.028335870712891544,2.814425708548956,26.700000000000244
case2,38,90038,6,2,1,1,1,1,1,0.0,0.0,0.3370207030524823,2.8441072179056066,31.050000000000306
case2,38,90038,7,2,2,2,1,1,1,0.0,0.0,0.3386215516726372,2.105851349905577,27.550000000000257
case2,39,90039,0,3,3,3,1,1,1,0.20000000000000284,0.0777777777777781,0.15168451429331833,2.074888115718723,29.30000000000028
case2,39,90039,1,3,3,3,1,1,1,0.0,0.0,0.31079555092767636,2.5140171822634594,26.150000000000237
case2,39,90039,2,3,3,3,1,1,0,26.949999999998475,11.95555555555488,0.18466885501833766,2.788051145927369,64.1999999999985
case2,39,90039,3,3,3,3,1,1,1,0.15000000000000213,0.06666666666666643,0.29654193895919495,1.8811417331684392,28.100000000000264
case2,39,90039,4,2,1,0,0,0,0,nan,nan,nan,nan,nan
case2,39,90039,5,2,1,1,1,1,1,0.0,0.0,0.042793777061729876,1.0689944658554165,49.8999999999993
case2,39,90039,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.2895931789808205,2.070021307537662,26.30000000000024
case2,39,90039,7,2,2,1,1,0,0,0.0,0.0,0.33762071729728865,1.4420905517277827,27.550000000000257
case2,40,90040,0,3,3,3,1,1,1,0.15000000000000213,0.0666666666666688,0.23138520181822927,1.773121913764349,29.30000000000028
case2,40,90040,1,3,3,1,1,0,0,0.0,0.0,0.20502760042417212,2.3570734938339495,26.150000000000237
case2,40,90040,2,3,3,3,1,1,0,24.44999999999861,10.788888888888275,0.34014231323121497,2.8224667199902793,61.649999999998634
case2,40,90040,3,3,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.3085987047249221,1.42997169448978,28.150000000000265
case2,40,90040,4,2,2,2,1,1,1,0.0,0.0,0.22643353808490382,2.1805673980164553,24.850000000000218
case2,40,90040,5,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.05606851869338129,2.1411862328032845,26.750000000000245
case2,40,90040,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.348004865920339,2.6567069382654385,26.30000000000024
case2,40,90040,7,2,1,0,0,0,0,nan,nan,nan,nan,nan
case2,41,90041,0,3,3,3,1,1,1,0.15000000000000213,0.0666666666666688,0.14280478599050725,1.9802723628852423,29.30000000000028
case2,41,90041,1,3,3,3,1,1,1,0.0,0.0,0.3020410521634863,2.484323192337655,26.150000000000237
case2,41,90041,2,3,2,2,1,1,1,0.04999999999999716,0.02499999999999858,0.2972790657737423,2.6897176818319837,66.54999999999836
case2,41,90041,3,3,3,3,1,1,1,0.20000000000000284,0.08888888888889095,0.14781957911080543,1.5213122941530692,28.150000000000265
case2,41,90041,4,2,2,2,1,1,1,0.0,0.0,0.07304876924274276,2.2289037072270763,24.850000000000218
case2,41,90041,5,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.14931745904813326,2.336470542522216,26.750000000000245
case2,41,90041,6,2,1,0,0,0,0,nan,nan,nan,nan,nan
case2,41,90041,7,2,2,2,1,1,1,0.0,0.0,0.04568274691763341,1.3536915866684391,27.550000000000257
case2,42,90042,0,3,3,3,1,1,1,0.15000000000000213,0.0666666666666688,0.2432352525359526,1.5715853210644302,29.30000000000028
case2,42,90042,1,3,2,1,1,0,0,0.0,0.0,0.2709400302367405,2.993117691113634,26.200000000000237
case2,42,90042,2,3,2,0,0,0,0,nan,nan,nan,nan,nan
case2,42,90042,3,3,3,3,1,1,1,0.20000000000000284,0.08888888888889095,0.3621875919352772,1.7500046908412117,28.150000000000265
case2,42,90042,4,2,2,2,1,1,1,0.0,0.0,0.17608018767863903,1.8239341758966434,24.850000000000218
case2,42,90042,5,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.09879692594304082,2.3562431298349744,26.750000000000245
case2,42,90042,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.14890315737450305,1.9470919046860966,26.30000000000024
case2,42,90042,7,2,2,1,1,0,0,0.0,0.0,0.38578872425384836,1.5144174399013495,27.550000000000257
case2,43,90043,0,3,3,3,1,1,1,0.20000000000000284,0.0777777777777781,0.24193211848575366,1.5337262025136622,29.30000000000028
case2,43,90043,1,3,3,2,1,0,0,0.05000000000000071,0.025000000000000355,0.4745185744929724,2.4593170622431204,26.150000000000237
case2,43,90043,2,3,3,3,1,1,0,25.549999999998548,11.3444444444438,0.174178045367388,2.7183718226480216,62.699999999998575
case2,43,90043,3,3,3,3,1,1,1,0.15000000000000213,0.06666666666666643,0.19715445793802888,2.0534813921863093,28.100000000000264
case2,43,90043,4,2,2,2,1,1,1,0.0,0.0,0.1711064459783091,1.7152738074327925,24.850000000000218
case2,43,90043,5,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.08421626415024244,1.8441165858637718,26.750000000000245
case2,43,90043,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.04989536451164241,2.1606396697057653,26.30000000000024
case2,43,90043,7,2,0,0,0,0,0,nan,nan,nan,nan,nan
case2,44,90044,0,3,3,3,1,1,1,0.15000000000000213,0.0666666666666688,0.3118087776502039,2.052966807171651,29.30000000000028
case2,44,90044,1,3,3,3,1,1,1,0.0,0.0,0.20604191662305812,2.481891006715836,26.150000000000237
case2,44,90044,2,3,1,1,1,1,1,0.0,0.0,0.46796149729306913,1.9273420093245093,48.29999999999939
case2,44,90044,3,3,3,3,1,1,1,0.15000000000000213,0.06666666666666643,0.1873542370253455,1.9028896390244168,28.100000000000264
case2,44,90044,4,2,2,2,1,1,1,0.0,0.0,0.13171786117198347,2.3461650033537786,24.850000000000218
case2,44,90044,5,2,2,2,1,1,1,0.0,0.0,0.5098497969085661,2.170043626514995,26.750000000000245
case2,44,90044,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.16307452814208429,2.5679207965765523,26.30000000000024
case2,44,90044,7,2,2,2,1,1,1,0.0,0.0,0.33088915314010814,1.547208237767285,27.550000000000257
case2,45,90045,0,3,3,3,1,1,1,0.15000000000000213,0.0666666666666688,0.25574005004982553,1.5185632539178158,29.30000000000028
case2,45,90045,1,3,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.05091853530170809,1.8879906560826787,26.200000000000237
case2,45,90045,2,3,3,2,1,0,0,0.04999999999999716,0.02499999999999858,0.2590338011438044,2.2553409653094505,37.25000000000002
case2,45,90045,3,3,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.10709481956410886,2.296534130113046,28.150000000000265
case2,45,90045,4,2,2,2,1,1,1,0.0,0.0,0.3537977561436767,1.8645289449312354,24.850000000000218
case2,45,90045,5,2,2,2,1,1,1,0.0,0.0,0.15213241176934356,1.0959128025378633,26.750000000000245
case2,45,90045,6,2,2,2,1,1,1,0.10000000000000142,0.05000000000000071,0.06645691067608389,2.1954556327416643,26.35000000000024
case2,45,90045,7,2,2,2,1,1,1,0.0,0.0,0.2659165423180906,0.627842004166015,27.550000000000257
case2,46,90046,0,3,3,3,1,1,1,0.20000000000000284,0.0777777777777781,0.13880732600684886,1.6154151010497386,29.30000000000028
case2,46,90046,1,3,3,2,1,0,0,0.0,0.0,0.5614316000313737,2.4761530704359433,26.150000000000237
case2,46,90046,2,3,3,2,1,0,0,28.09999999999841,14.049999999999205,0.39662504456525055,2.713559397756633,65.24999999999844
case2,46,90046,3,3,3,3,1,1,1,0.20000000000000284,0.08888888888889095,0.2376175758920095,1.282544906235053,28.150000000000265
case2,46,90046,4,2,2,2,1,1,1,0.0,0.0,0.25995790141841446,2.2350724219415463,24.850000000000218
case2,46,90046,5,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.057568581042088986,2.5816905842721676,26.750000000000245
case2,46,90046,6,2,0,0,0,0,0,nan,nan,nan,nan,nan
case2,46,90046,7,2,2,2,1,1,1,0.0,0.0,0.3175310672750483,1.8723812587457311,27.550000000000257
case2,47,90047,0,3,3,3,1,1,1,0.20000000000000284,0.0777777777777781,0.22734104053130846,1.5600898779867718,29.30000000000028
case2,47,90047,1,3,3,1,1,0,0,0.0,0.0,0.32561624390679456,2.155687563844891,26.150000000000237
case2,47,90047,2,3,3,3,1,1,0,0.6999999999999602,0.2888888888888725,0.31922091489175614,2.93720930851212,63.899999999998506
case2,47,90047,3,3,2,2,1,1,1,0.0,0.0,0.267193449544337,0.9991233945977488,28.000000000000263
case2,47,90047,4,2,1,1,1,1,1,0.0,0.0,0.23144846118348725,2.6434149827080136,28.700000000000273
case2,47,90047,5,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.4280628616481018,2.3646912982878066,26.750000000000245
case2,47,90047,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.27546643644614527,2.5539143861929094,26.30000000000024
case2,47,90047,7,2,2,2,1,1,1,0.0,0.0,0.34963931502388607,1.5426916283233938,27.550000000000257
case2,48,90048,0,3,2,2,1,1,1,0.10000000000000142,0.05000000000000071,0.1880218343774892,1.556558280729225,29.30000000000028
case2,48,90048,1,3,3,3,1,1,1,0.0,0.0,0.31985958703443157,2.4840729400678008,26.150000000000237
case2,48,90048,2,3,3,3,1,1,0,26.349999999998502,11.711111111110446,0.33856247303839604,2.8240520834110345,63.59999999999852
case2,48,90048,3,3,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.19545482018996785,2.031698613715692,28.150000000000265
case2,48,90048,4,2,2,2,1,1,1,0.0,0.0,0.22290900487992416,1.8025335265089764,24.850000000000218
case2,48,90048,5,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.22230602492760965,2.4515544177705166,26.750000000000245
case2,48,90048,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.1924268041159308,2.471097223462802,26.30000000000024
case2,48,90048,7,2,2,2,1,1,1,0.0,0.0,0.5504492278707545,2.0549642767543883,27.550000000000257
case2,49,90049,0,3,2,2,1,1,1,0.0,0.0,0.24926966356510383,1.669375006547678,29.25000000000028
case2,49,90049,1,3,3,2,1,0,0,0.0,0.0,0.33432395341784216,2.0247112832156207,26.150000000000237
case2,49,90049,2,3,2,1,1,0,0,0.0,0.0,0.3890828023469342,2.9997667865597313,66.99999999999834
case2,49,90049,3,3,3,3,1,1,1,0.20000000000000284,0.08888888888889095,0.19916139349746328,1.1235710124747276,28.150000000000265
case2,49,90049,4,2,2,2,1,1,1,0.0,0.0,0.018092900171216883,1.6746730662032832,24.850000000000218
case2,49,90049,5,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.2539766205217673,2.0193085953008083,26.750000000000245
case2,49,90049,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.22529070627073847,2.146555393606179,26.30000000000024
case2,49,90049,7,2,2,2,1,1,1,0.0,0.0,0.2342486408118996,1.8826776859728003,27.550000000000257
case2,50,90050,0,3,3,3,1,1,1,0.20000000000000284,0.0777777777777781,0.22644705610232072,1.7910008613347024,29.30000000000028
case2,50,90050,1,3,3,3,1,1,1,0.05000000000000071,0.022222222222223326,0.2687698722159371,2.530790608021252,26.150000000000237
case2,50,90050,2,3,3,2,1,0,0,25.099999999998573,12.549999999999287,0.06019786554015495,2.8416996281975058,62.2499999999986
case2,50,90050,3,3,3,3,1,1,1,0.15000000000000213,0.06666666666666643,0.13533820838093763,1.5582363572485045,28.100000000000264
case2,50,90050,4,2,2,2,1,1,1,0.0,0.0,0.14093067807181722,1.6376554033040083,24.850000000000218
case2,50,90050,5,2,1,1,1,1,1,0.0,0.0,0.04293720700898143,1.9467852162820503,41.599999999999774
case2,50,90050,6,2,1,0,0,0,0,nan,nan,nan,nan,nan
case2,50,90050,7,2,2,1,1,0,0,0.0,0.0,0.16779018589821004,1.9061769262689132,27.550000000000257
case2,51,90051,0,3,3,3,1,1,1,0.20000000000000284,0.0777777777777781,0.07604200096901764,2.131346843573514,29.30000000000028
case2,51,90051,1,3,3,0,0,0,0,nan,nan,nan,nan,nan
case2,51,90051,2,3,1,1,1,1,1,0.0,0.0,0.5692274168968074,1.9718836703899911,48.29999999999939
case2,51,90051,3,3,3,3,1,1,1,0.15000000000000213,0.06666666666666643,0.3848146032819493,1.670841987885539,28.100000000000264
case2,51,90051,4,2,2,2,1,1,1,0.0,0.0,0.19400111983822194,1.345260344403735,24.850000000000218
case2,51,90051,5,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.044919220709313805,2.0164151798160947,26.750000000000245
case2,51,90051,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.17747237845316027,2.5614760895687794,26.30000000000024
case2,51,90051,7,2,2,2,1,1,1,0.0,0.0,0.24583514838423542,2.0952537919161154,27.550000000000257
case2,52,90052,0,3,3,3,1,1,1,0.20000000000000284,0.0777777777777781,0.31039422351953155,2.1112869842199653,29.30000000000028
case2,52,90052,1,3,2,2,1,1,0,44.89999999999787,22.449999999998933,0.3596035912043683,2.7108152221744586,71.0999999999981
case2,52,90052,2,3,2,2,1,1,1,0.09999999999999432,0.04999999999999716,0.4056447389232821,2.8602779721246083,64.69999999999847
case2,52,90052,3,3,3,3,1,1,1,0.20000000000000284,0.08888888888889095,0.038451825570066094,1.3201786810214966,28.150000000000265
case2,52,90052,4,2,2,2,1,1,1,0.0,0.0,0.38296649564415597,2.3328533325114154,24.850000000000218
case2,52,90052,5,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.16449815166523984,2.136166855813467,26.750000000000245
case2,52,90052,6,2,2,2,1,1,1,0.10000000000000142,0.05000000000000071,0.13904075303373292,1.9821671089956698,26.35000000000024
case2,52,90052,7,2,2,2,1,1,1,0.0,0.0,0.27307706969771983,1.535826934631947,27.550000000000257
case2,53,90053,0,3,3,3,1,1,1,0.20000000000000284,0.0777777777777781,0.18318899093795213,2.269617180967194,29.30000000000028
case2,53,90053,1,3,3,3,1,1,1,0.05000000000000071,0.022222222222223326,0.32752468200309515,2.4810422071048275,26.150000000000237
case2,53,90053,2,3,3,2,1,0,0,0.04999999999999716,0.02499999999999858,0.5203975241337706,2.6438291217289507,37.200000000000024
case2,53,90053,3,3,3,3,1,1,1,0.15000000000000213,0.06666666666666643,0.38884477563423947,1.9887133656490033,28.100000000000264
case2,53,90053,4,2,1,0,0,0,0,nan,nan,nan,nan,nan
case2,53,90053,5,2,2,2,1,1,1,0.0,0.0,0.1972423306449657,1.4073190613540771,26.750000000000245
case2,53,90053,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.15018021646327256,2.320368915583097,26.30000000000024
case2,53,90053,7,2,1,0,0,0,0,nan,nan,nan,nan,nan
case2,54,90054,0,3,3,3,1,1,1,0.15000000000000213,0.0666666666666688,0.17631576856998796,1.7341079276631504,29.30000000000028
case2,54,90054,1,3,2,1,1,0,0,0.0,0.0,0.6389201236971026,2.0452432384831356,26.200000000000237
case2,54,90054,2,3,3,2,1,0,0,26.949999999998475,13.474999999999238,0.06026762648396935,2.773935878182031,64.1499999999985
case2,54,90054,3,3,3,3,1,1,1,0.20000000000000284,0.08888888888889095,0.13893029861047526,1.2832849929720416,28.150000000000265
case2,54,90054,4,2,1,0,0,0,0,nan,nan,nan,nan,nan
case2,54,90054,5,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.11455612783665228,2.644617062036245,26.750000000000245
case2,54,90054,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.31554340209314163,2.685534325470309,26.30000000000024
case2,54,90054,7,2,2,2,1,1,1,0.0,0.0,0.12868736561682553,1.5896455324748686,27.550000000000257
case2,55,90055,0,3,3,3,1,1,1,0.20000000000000284,0.0777777777777781,0.4104437628757201,1.5174517270835939,29.30000000000028
case2,55,90055,1,3,3,3,1,1,1,0.05000000000000071,0.022222222222223326,0.43301324771755995,2.2510464421042866,26.150000000000237
case2,55,90055,2,3,3,2,1,0,0,0.14999999999999147,0.07499999999999574,0.2869821675550665,2.5925285152323796,63.049999999998555
case2,55,90055,3,3,3,3,1,1,1,0.15000000000000213,0.06666666666666643,0.16598568113546008,2.0790738978926955,28.100000000000264
case2,55,90055,4,2,1,0,0,0,0,nan,nan,nan,nan,nan
case2,55,90055,5,2,1,1,1,1,1,0.0,0.0,0.23017710364093272,1.865971769001973,42.24999999999974
case2,55,90055,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.3368084320048793,2.198461244825908,26.30000000000024
case2,55,90055,7,2,2,2,1,1,1,0.0,0.0,0.20660532796921244,0.5964763099142727,27.550000000000257
case2,56,90056,0,3,3,3,1,1,1,0.15000000000000213,0.0666666666666688,0.34426546044215706,1.7298973722022977,29.30000000000028
case2,56,90056,1,3,3,3,1,1,1,0.0,0.0,0.4086274160138761,2.799362845820306,26.150000000000237
case2,56,90056,2,3,3,3,1,1,0,27.54999999999844,12.188888888888195,0.39072122363973655,2.866488771046336,64.69999999999847
case2,56,90056,3,3,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.5317776250921067,2.1968969108732397,28.150000000000265
case2,56,90056,4,2,2,2,1,1,1,0.0,0.0,0.28419523672021874,2.146515649378954,24.850000000000218
case2,56,90056,5,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.15097492617307584,2.123642310202733,26.750000000000245
case2,56,90056,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.14844657892092472,2.0994322071601332,26.30000000000024
case2,56,90056,7,2,1,1,1,1,1,0.0,0.0,0.2710462393384006,2.8544244474190603,32.100000000000314
case2,57,90057,0,3,3,3,1,1,1,0.15000000000000213,0.0666666666666688,0.175529109983005,1.7378420180847387,29.30000000000028
case2,57,90057,1,3,3,0,0,0,0,nan,nan,nan,nan,nan
case2,57,90057,2,3,2,1,1,0,0,0.0,0.0,0.28682553131404437,2.7401220436941602,63.09999999999855
case2,57,90057,3,3,3,3,1,1,1,0.20000000000000284,0.08888888888889095,0.2999915536459733,2.0790024359246932,28.150000000000265
case2,57,90057,4,2,2,2,1,1,1,0.0,0.0,0.2586127226650988,1.7136065913636966,24.850000000000218
case2,57,90057,5,2,2,2,1,1,1,0.0,0.0,0.1456304497573726,1.3063818266162746,26.750000000000245
case2,57,90057,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.2276860437367027,2.024338625060596,26.30000000000024
case2,57,90057,7,2,1,0,0,0,0,nan,nan,nan,nan,nan
case2,58,90058,0,3,3,3,1,1,1,0.20000000000000284,0.0777777777777781,0.23855856103411363,2.2285696663414156,29.30000000000028
case2,58,90058,1,3,3,3,1,1,1,0.05000000000000071,0.022222222222222143,0.4593668692819162,2.6854832017035144,26.150000000000237
case2,58,90058,2,3,3,3,1,1,0,35.249999999998,15.644444444443558,0.4161256676257728,2.9112593334027994,72.39999999999803
case2,58,90058,3,3,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.09576479482527664,1.5355251142964859,28.150000000000265
case2,58,90058,4,2,2,2,1,1,1,0.0,0.0,0.3515428252104174,1.754991717238786,24.850000000000218
case2,58,90058,5,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.3032354034993379,2.3466439339415603,26.750000000000245
case2,58,90058,6,2,2,2,1,1,1,0.05000000000000071,0.025000000000000355,0.19835782424226991,1.9423212646673456,26.30000000000024
case2,58,90058,7,2,1,0,0,0,0,nan,nan,nan,nan,nan
case2,59,90059,0,3,3,3,1,1,1,0.15000000000000213,0.0666666666666688,0.17265902136576824,1.6560018752734702,29.30000000000028
case2,59,90059,1,3,3,1,1,0,0,0.0,0.0,0.5408533557906835,2.399943225910244,26.150000000000237
case2,59,90059,2,3,2,2,1,1,1,0.09999999999999432,0.04999999999999716,0.16132864832100097,2.8568288253731335,63.69999999999852
