case,ci95,cumulative_reward,data_type,episode,mean,n_episodes,nominal_abs_reward_sum,nominal_cumulative_reward,normalized_variation,parameter,parameter_value,reward_value,scaling,seed,standard_deviation,x_name,x_value
,,,distance_curve,,,,,,,alpha_dist,,3.388984803271145,0.5,,,distance,1657.6395263865509
,,,distance_curve,,,,,,,alpha_dist,,3.38606017263377,0.5,,,distance,1666.273065586481
,,,distance_curve,,,,,,,alpha_dist,,3.383138065898054,0.5,,,distance,1674.9066047864108
,,,distance_curve,,,,,,,alpha_dist,,3.3802184808859157,0.5,,,distance,1683.5401439863408
,,,distance_curve,,,,,,,alpha_dist,,3.3773014154211554,0.5,,,distance,1692.1736831862706
,,,distance_curve,,,,,,,alpha_dist,,3.374386867329451,0.5,,,distance,1700.8072223862007
,,,distance_curve,,,,,,,alpha_dist,,3.371474834438356,0.5,,,distance,1709.4407615861305
,,,distance_curve,,,,,,,alpha_dist,,3.368565314577299,0.5,,,distance,1718.0743007860606
,,,distance_curve,,,,,,,alpha_dist,,3.365658305577583,0.5,,,distance,1726.7078399859904
,,,distance_curve,,,,,,,alpha_dist,,3.362753805272381,0.5,,,distance,1735.3413791859205
,,,distance_curve,,,,,,,alpha_dist,,3.359851811496736,0.5,,,distance,1743.9749183858503
,,,distance_curve,,,,,,,alpha_dist,,3.35695232208756,0.5,,,distance,1752.6084575857803
,,,distance_curve,,,,,,,alpha_dist,,3.3540553348836317,0.5,,,distance,1761.2419967857104
,,,distance_curve,,,,,,,alpha_dist,,3.3511608477255947,0.5,,,distance,1769.8755359856402
,,,distance_curve,,,,,,,alpha_dist,,3.348268858455956,0.5,,,distance,1778.5090751855703
,,,distance_curve,,,,,,,alpha_dist,,3.3453793649190846,0.5,,,distance,1787.1426143855
,,,distance_curve,,,,,,,alpha_dist,,3.3424923649612093,0.5,,,distance,1795.7761535854302
,,,distance_curve,,,,,,,alpha_dist,,3.339607856430418,0.5,,,distance,1804.40969278536
,,,distance_curve,,,,,,,alpha_dist,,3.3367258371766564,0.5,,,distance,1813.04323198529
,,,distance_curve,,,,,,,alpha_dist,,3.333846305051724,0.5,,,distance,1821.6767711852199
,,,distance_curve,,,,,,,alpha_dist,,3.3309692579092753,0.5,,,distance,1830.31031038515
,,,distance_curve,,,,,,,alpha_dist,,3.3280946936048172,0.5,,,distance,1838.9438495850798
,,,distance_curve,,,,,,,alpha_dist,,3.325222609995706,0.5,,,distance,1847.5773887850098
,,,distance_curve,,,,,,,alpha_dist,,3.322353004941149,0.5,,,distance,1856.2109279849399
,,,distance_curve,,,,,,,alpha_dist,,3.319485876302199,0.5,,,distance,1864.8444671848697
,,,distance_curve,,,,,,,alpha_dist,,3.3166212219417557,0.5,,,distance,1873.4780063847998
,,,distance_curve,,,,,,,alpha_dist,,3.3137590397245633,0.5,,,distance,1882.1115455847296
,,,distance_curve,,,,,,,alpha_dist,,3.310899327517208,0.5,,,distance,1890.7450847846596
,,,distance_curve,,,,,,,alpha_dist,,3.3080420831881177,0.5,,,distance,1899.3786239845895
,,,distance_curve,,,,,,,alpha_dist,,3.305187304607559,0.5,,,distance,1908.0121631845195
,,,distance_curve,,,,,,,alpha_dist,,3.3023349896476373,0.5,,,distance,1916.6457023844494
,,,distance_curve,,,,,,,alpha_dist,,3.299485136182294,0.5,,,distance,1925.2792415843794
,,,distance_curve,,,,,,,alpha_dist,,3.2966377420873054,0.5,,,distance,1933.9127807843092
,,,distance_curve,,,,,,,alpha_dist,,3.29379280524028,0.5,,,distance,1942.5463199842393
,,,distance_curve,,,,,,,alpha_dist,,3.290950323520659,0.5,,,distance,1951.1798591841693
,,,distance_curve,,,,,,,alpha_dist,,3.288110294809714,0.5,,,distance,1959.8133983840992
,,,distance_curve,,,,,,,alpha_dist,,3.285272716990544,0.5,,,distance,1968.4469375840292
