condition,case,variant,episode,seed,target_index,group_size,hit_count,target_covered,group_complete,group_coordinated,arrival_spread_s,E_co_time_s,E_n_g,E_miss_m,E_t_s,closest_approach_m,training_seed
formal_ablation_full_case1,case1,full,4,98004,1,3,3,1,1,1,0.4000000000000057,0.166666666666669,0.4070729499160559,1.7278699888668652,31.450000000000312,1.7278699888668652,8301
formal_ablation_full_case1,case1,full,4,98004,2,3,3,1,1,0,0.5000000000000071,0.166666666666669,0.3856911482950979,1.301468117490291,28.150000000000265,1.301468117490291,8301
formal_ablation_full_case1,case1,full,4,98004,3,3,3,1,1,1,0.3499999999999801,0.1444444444444362,0.4092759945921045,1.9224331984179996,32.75000000000028,1.7860565274080578,8301
formal_ablation_full_case1,case1,full,4,98004,4,2,2,1,1,1,0.2000000000000028,0.1000000000000014,0.2910158253229483,2.1420249471116724,28.95000000000028,1.7526252016513713,8301
formal_ablation_full_case1,case1,full,4,98004,5,2,2,1,1,1,0.0999999999999943,0.0499999999999971,0.3814422182752479,1.3732526368656222,32.450000000000294,1.3732526368656222,8301
formal_ablation_full_case1,case1,full,4,98004,6,2,2,1,1,1,0.2999999999999829,0.1499999999999914,0.3390652332734851,1.683688541631413,32.75000000000028,1.683688541631413,8301
formal_ablation_full_case1,case1,full,4,98004,7,2,2,1,1,1,0.2499999999999858,0.1249999999999929,0.5051971110200212,1.5442818639256743,34.60000000000017,1.5442818639256743,8301
formal_ablation_full_case1,case1,full,5,98005,0,3,3,1,1,1,0.2999999999999829,0.1222222222222152,0.3332570523867855,1.6884685366315504,34.50000000000018,1.4083429897247042,8301
formal_ablation_full_case1,case1,full,5,98005,1,3,3,1,1,1,0.350000000000005,0.1444444444444469,0.3582659224192623,1.1735299613150638,28.50000000000027,0.8478525735257297,8301
formal_ablation_full_case1,case1,full,5,98005,2,3,3,1,1,1,0.3000000000000042,0.1222222222222247,0.344605023559267,1.1589528932624933,27.70000000000026,0.6317212745690829,8301
formal_ablation_full_case1,case1,full,5,98005,3,3,3,1,1,1,0.350000000000005,0.1555555555555573,0.2687563274369633,1.990148889534673,29.10000000000028,0.989251532353836,8301
formal_ablation_full_case1,case1,full,5,98005,4,2,2,1,1,1,0.0499999999999971,0.0249999999999985,0.2893643483065694,2.558549270806392,32.20000000000031,1.973008107241468,8301
formal_ablation_full_case1,case1,full,5,98005,5,2,2,1,1,1,0.4499999999999744,0.2249999999999872,0.4027790632972085,2.177488176867385,33.35000000000024,2.177488176867385,8301
formal_ablation_full_case1,case1,full,5,98005,6,2,2,1,1,1,0.4499999999999744,0.2249999999999872,0.340931715689741,0.3557088136587921,33.05000000000026,0.3557088136587921,8301
formal_ablation_full_case1,case1,full,5,98005,7,2,2,1,1,1,0.1499999999999914,0.0749999999999957,0.3605716669495893,1.105031627283081,33.300000000000246,1.105031627283081,8301
formal_ablation_full_case1,case1,full,6,98006,0,3,3,1,1,1,0.350000000000005,0.1444444444444469,0.2975620517564768,1.5166870788633855,30.850000000000303,0.8471623458718005,8301
formal_ablation_full_case1,case1,full,6,98006,1,3,3,1,1,1,0.4500000000000064,0.1666666666666678,0.3279797959489842,1.0536533269593251,29.80000000000029,0.6782999702478488,8301
formal_ablation_full_case1,case1,full,6,98006,2,3,3,1,1,1,0.29999999999999,0.1333333333333305,0.394894232444815,2.0315092585234984,32.20000000000031,1.3852672026670934,8301
formal_ablation_full_case1,case1,full,6,98006,3,3,3,1,1,1,0.350000000000005,0.1222222222222247,0.4132472040847233,1.004489586098237,32.00000000000032,0.7902142433957507,8301
formal_ablation_full_case1,case1,full,6,98006,4,2,2,1,1,1,0.3000000000000042,0.1500000000000021,0.3764440865210176,0.8928212899301728,30.300000000000296,0.7208956083658518,8301
formal_ablation_full_case1,case1,full,6,98006,5,2,2,1,1,1,0.1499999999999914,0.0749999999999957,0.457951731206675,2.023752713171141,33.20000000000025,2.023752713171141,8301
formal_ablation_full_case1,case1,full,6,98006,6,2,2,1,1,1,0.1999999999999886,0.0999999999999943,0.3509866168320054,1.593087804096322,34.65000000000017,1.414738516905938,8301
formal_ablation_full_case1,case1,full,6,98006,7,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.3445460409245287,2.3258300062994444,29.05000000000028,1.7649465859543925,8301
formal_ablation_full_case1,case1,full,7,98007,0,3,3,1,1,1,0.0999999999999943,0.0333333333333314,0.351485353091035,1.610309057226705,32.15000000000031,1.5827836550973853,8301
formal_ablation_full_case1,case1,full,7,98007,1,3,3,1,1,1,0.2000000000000028,0.0777777777777781,0.3739034383969395,1.5440682680656146,30.7000000000003,1.5440682680656146,8301
formal_ablation_full_case1,case1,full,7,98007,2,3,3,1,1,1,0.4000000000000057,0.1555555555555573,0.3300561972818163,1.3857703315627867,29.80000000000029,1.3857703315627867,8301
formal_ablation_full_case1,case1,full,7,98007,3,3,3,1,1,1,0.2000000000000028,0.0777777777777792,0.4126479098083427,1.6572752956367462,30.6500000000003,1.02756128874358,8301
formal_ablation_full_case1,case1,full,7,98007,4,2,2,1,1,1,0.1999999999999886,0.0999999999999943,0.2858359431279715,1.7747487607411716,32.90000000000027,1.4358277146754397,8301
formal_ablation_full_case1,case1,full,7,98007,5,2,2,1,1,1,0.3499999999999801,0.17499999999999,0.3152433512890042,2.45910513413246,34.1000000000002,2.45910513413246,8301
formal_ablation_full_case1,case1,full,7,98007,6,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.336882390729698,1.8092376577922196,31.85000000000032,1.6332397394516858,8301
formal_ablation_full_case1,case1,full,7,98007,7,2,2,1,1,1,0.1499999999999914,0.0749999999999957,0.3341481603546874,1.658199669236157,34.700000000000166,0.8730281884887158,8301
formal_ablation_full_case1,case1,full,8,98008,0,3,3,1,1,1,0.2999999999999829,0.1111111111111047,0.3458940097443068,1.8853945226278968,32.50000000000029,1.2137536477205288,8301
formal_ablation_full_case1,case1,full,8,98008,1,3,3,1,1,1,0.4000000000000057,0.1333333333333364,0.3763942592612012,1.8782339703753723,27.80000000000026,1.5862545491328213,8301
formal_ablation_full_case1,case1,full,8,98008,2,3,3,1,1,1,0.350000000000005,0.1222222222222235,0.3440504727490907,1.6773534481795966,29.90000000000029,1.1843793145473356,8301
formal_ablation_full_case1,case1,full,8,98008,3,3,3,1,1,1,0.350000000000005,0.1444444444444469,0.3675333791782236,2.2743771781315054,31.050000000000303,1.8541869042498529,8301
formal_ablation_full_case1,case1,full,8,98008,4,2,2,1,1,1,0.2500000000000035,0.1250000000000017,0.3562377207170855,2.3183937019842373,31.75000000000032,1.5218100028029569,8301
formal_ablation_full_case1,case1,full,8,98008,5,2,2,1,1,0,0.5000000000000071,0.2500000000000035,0.3569701155409686,0.514222212082714,29.15000000000028,0.514222212082714,8301
formal_ablation_full_case1,case1,full,8,98008,6,2,2,1,1,1,0.4500000000000064,0.2250000000000032,0.3699159480849479,2.328172960289755,31.80000000000032,1.4503786450929783,8301
formal_ablation_full_case1,case1,full,8,98008,7,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.3886224625818022,2.380035406171955,31.100000000000307,1.9308430365034877,8301
formal_ablation_full_case1,case1,full,9,98009,0,3,3,1,1,0,0.5000000000000071,0.2111111111111133,0.3664916570179022,2.013969787030231,30.300000000000296,1.3071769719130435,8301
formal_ablation_full_case1,case1,full,9,98009,1,3,3,1,1,1,0.4000000000000057,0.1555555555555573,0.3673895400659344,1.2315748152511647,26.20000000000024,0.8285989930773695,8301
formal_ablation_full_case1,case1,full,9,98009,2,3,3,1,1,1,0.3000000000000042,0.1222222222222247,0.451903798184214,1.065674637375814,29.90000000000029,1.065674637375814,8301
formal_ablation_full_case1,case1,full,9,98009,3,3,3,1,1,1,0.350000000000005,0.1444444444444469,0.3840993290521513,1.4818858823833372,28.50000000000027,1.1130898769622366,8301
formal_ablation_full_case1,case1,full,9,98009,4,2,2,1,1,1,0.1499999999999914,0.0749999999999957,0.4361591687334755,2.30424871484712,33.05000000000026,1.4787940414222291,8301
formal_ablation_full_case1,case1,full,9,98009,5,2,2,1,1,1,0.350000000000005,0.1750000000000025,0.4354922298082684,1.177002294144309,28.90000000000028,1.161172181718718,8301
formal_ablation_full_case1,case1,full,9,98009,6,2,2,1,1,1,0.4499999999999744,0.2249999999999872,0.4120439945351651,2.416543146152132,34.45000000000018,2.042603229150503,8301
formal_ablation_full_case1,case1,full,9,98009,7,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.478610619125137,1.86379133402319,30.300000000000296,1.86379133402319,8301
formal_ablation_full_case1,case1,full,10,98010,0,3,3,1,1,1,0.4499999999999744,0.1555555555555467,0.3373105838873425,1.4151497511747486,32.600000000000286,1.1262007639200136,8301
formal_ablation_full_case1,case1,full,10,98010,1,3,3,1,1,1,0.2500000000000035,0.0888888888888897,0.3972608384651417,1.652496584946223,28.95000000000028,1.50301329424003,8301
formal_ablation_full_case1,case1,full,10,98010,2,3,3,1,1,0,0.5000000000000071,0.166666666666669,0.3541595293883299,1.327631179030605,30.5000000000003,0.8517480142990618,8301
formal_ablation_full_case1,case1,full,10,98010,3,3,3,1,1,1,0.2499999999999858,0.0999999999999943,0.2196748934520311,2.0270504641547085,32.55000000000029,1.391583814950888,8301
formal_ablation_full_case1,case1,full,10,98010,4,2,2,1,1,1,0.1999999999999886,0.0999999999999943,0.2712599965177794,1.0834934874047428,34.30000000000019,1.0834934874047428,8301
formal_ablation_full_case1,case1,full,10,98010,5,2,2,1,1,1,0.3499999999999801,0.17499999999999,0.2933025124343099,1.2035257855686785,33.150000000000254,1.2035257855686785,8301
formal_ablation_full_case1,case1,full,10,98010,6,2,2,1,1,1,0.4500000000000064,0.2250000000000032,0.3828771237044615,1.3264153715253792,30.00000000000029,1.3264153715253792,8301
formal_ablation_full_case1,case1,full,10,98010,7,2,2,1,1,1,0.3999999999999772,0.1999999999999886,0.2894257651880179,2.3532544587956177,32.85000000000027,1.4082601486595028,8301
formal_ablation_full_case1,case1,full,11,98011,0,3,3,1,1,1,0.3000000000000042,0.1000000000000026,0.3677683126386971,2.483670032085215,28.150000000000265,1.8473789115976051,8301
formal_ablation_full_case1,case1,full,11,98011,1,3,3,1,1,1,0.4499999999999744,0.1888888888888781,0.3194549609463989,2.1794461910216945,33.55000000000023,1.5772290397370572,8301
formal_ablation_full_case1,case1,full,11,98011,2,3,3,1,1,1,0.4000000000000057,0.1333333333333352,0.3227472222591591,1.5015581404590368,28.55000000000027,1.199835092758597,8301
formal_ablation_full_case1,case1,full,11,98011,3,3,3,1,1,0,0.6500000000000092,0.2555555555555588,0.3307223559634011,1.3690336058752914,31.500000000000316,1.1699997785735343,8301
formal_ablation_full_case1,case1,full,11,98011,4,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.3359278846099414,1.275484640513428,30.05000000000029,0.82718707383366,8301
formal_ablation_full_case1,case1,full,11,98011,5,2,2,1,1,1,0.1499999999999914,0.0749999999999957,0.3207164538697939,2.5058757418567748,32.70000000000028,1.6460274761290117,8301
formal_ablation_full_case1,case1,full,11,98011,6,2,2,1,1,1,0.2999999999999829,0.1499999999999914,0.2944135762173275,0.8772870631354633,32.70000000000028,0.8772870631354633,8301
formal_ablation_full_case1,case1,full,11,98011,7,2,2,1,1,1,0.350000000000005,0.1750000000000025,0.4091825448447593,1.8378420787877217,29.400000000000283,1.4794034342304518,8301
formal_ablation_full_case1,case1,full,12,98012,0,3,3,1,1,1,0.4500000000000064,0.1777777777777807,0.3168605277335727,0.8470937337453476,28.800000000000274,0.8470937337453476,8301
formal_ablation_full_case1,case1,full,12,98012,1,3,3,1,1,1,0.1500000000000021,0.0555555555555571,0.3548469638584334,1.812236704002907,30.150000000000293,1.2238830467325748,8301
formal_ablation_full_case1,case1,full,12,98012,2,3,3,1,1,1,0.2000000000000028,0.0777777777777792,0.4179758531776817,1.1961471752827162,27.350000000000254,0.9984707378142132,8301
formal_ablation_full_case1,case1,full,12,98012,3,3,3,1,1,1,0.4000000000000057,0.1444444444444469,0.2959076775475051,2.2707514701564024,31.90000000000032,1.629625868583985,8301
formal_ablation_full_case1,case1,full,12,98012,4,2,2,1,1,1,0.0999999999999943,0.0499999999999971,0.3312023239414637,1.60984705514037,33.60000000000023,1.3372032053198888,8301
formal_ablation_full_case1,case1,full,12,98012,5,2,2,1,1,1,0.0999999999999943,0.0499999999999971,0.3404240102887076,0.579171279143436,32.600000000000286,0.579171279143436,8301
formal_ablation_full_case1,case1,full,12,98012,6,2,2,1,1,1,0.1499999999999914,0.0749999999999957,0.2905021530527427,2.508082972432061,33.25000000000025,1.905069160918088,8301
formal_ablation_full_case1,case1,full,12,98012,7,2,2,1,1,1,0.2999999999999829,0.1499999999999914,0.5029382145406092,1.9087196254109544,33.45000000000024,0.968166695612812,8301
formal_ablation_full_case1,case1,full,13,98013,0,3,3,1,1,0,0.5500000000000078,0.2111111111111133,0.342197655053781,0.9615045787271772,29.90000000000029,0.9615045787271772,8301
formal_ablation_full_case1,case1,full,13,98013,1,3,3,1,1,1,0.2500000000000035,0.0888888888888885,0.3173802154425905,1.0981361794557265,29.10000000000028,0.7367901231881322,8301
formal_ablation_full_case1,case1,full,13,98013,2,3,3,1,1,1,0.4000000000000057,0.1555555555555585,0.385432168234033,1.78971823424295,31.700000000000315,1.282799327522845,8301
formal_ablation_full_case1,case1,full,13,98013,3,3,3,1,1,1,0.350000000000005,0.1222222222222247,0.4202149116957823,1.739655201491946,30.950000000000305,1.2229505417004076,8301
formal_ablation_full_case1,case1,full,13,98013,4,2,2,1,1,1,0.0500000000000007,0.0250000000000003,0.4049655377555642,1.3131461942065048,30.950000000000305,1.3131461942065048,8301
formal_ablation_full_case1,case1,full,13,98013,5,2,2,1,1,1,0.2000000000000028,0.1000000000000014,0.4681599365284823,1.264339490482421,29.35000000000028,1.264339490482421,8301
formal_ablation_full_case1,case1,full,13,98013,6,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.3531130878058934,1.4645445527248102,30.25000000000029,1.4645445527248102,8301
formal_ablation_full_case1,case1,full,13,98013,7,2,2,1,1,1,0.2999999999999829,0.1499999999999914,0.4346354338296619,1.927088860589919,32.50000000000029,1.2472033616725953,8301
formal_ablation_full_case1,case1,full,14,98014,0,3,3,1,1,1,0.4499999999999993,0.1777777777777759,0.4206739572217528,2.05608155917426,32.100000000000314,2.05608155917426,8301
formal_ablation_full_case1,case1,full,14,98014,1,3,3,1,1,1,0.1000000000000014,0.0444444444444442,0.433874823520378,1.3865296061499055,31.25000000000031,1.3865296061499055,8301
formal_ablation_full_case1,case1,full,14,98014,2,3,3,1,1,0,0.5500000000000078,0.2333333333333366,0.3781361279085444,2.098034153523337,27.75000000000026,1.3554129865532911,8301
formal_ablation_full_case1,case1,full,14,98014,3,3,3,1,1,1,0.2000000000000028,0.0666666666666676,0.3161169335103372,1.7824075996052071,27.85000000000026,1.4187040565210391,8301
formal_ablation_full_case1,case1,full,14,98014,4,2,2,1,1,1,0.2499999999999858,0.1249999999999929,0.3566138296661428,2.0914030219492306,32.90000000000027,1.3900279255257275,8301
formal_ablation_full_case1,case1,full,14,98014,5,2,2,1,1,1,0.3000000000000042,0.1500000000000021,0.2983623375255169,1.7998208655105783,30.5000000000003,1.6560417861373575,8301
formal_ablation_full_case1,case1,full,14,98014,6,2,2,1,1,1,0.2499999999999858,0.1249999999999929,0.3175594237136211,1.658568583874644,33.25000000000025,1.0695051169532348,8301
formal_ablation_full_case1,case1,full,14,98014,7,2,2,1,1,1,0.0499999999999971,0.0249999999999985,0.3523690689118477,1.7731557337151336,33.95000000000021,1.7731557337151336,8301
formal_ablation_full_case1,case1,full,15,98015,0,3,3,1,1,1,0.4500000000000064,0.1888888888888912,0.3698395368314193,1.5401492289634406,29.550000000000285,1.1513476333044217,8301
formal_ablation_full_case1,case1,full,15,98015,1,3,3,1,1,1,0.2000000000000028,0.0666666666666676,0.4083164753348905,1.8316483076016017,29.60000000000029,1.0355082259195567,8301
formal_ablation_full_case1,case1,full,15,98015,2,3,3,1,1,1,0.2000000000000028,0.0777777777777792,0.3510764820515937,1.81308484648804,28.200000000000266,1.2804864913963163,8301
formal_ablation_full_case1,case1,full,15,98015,3,3,3,1,1,1,0.1500000000000021,0.0666666666666676,0.3542939552479738,1.173968731115023,30.300000000000296,0.5386576043597054,8301
formal_ablation_full_case1,case1,full,15,98015,4,2,2,1,1,1,0.2000000000000028,0.1000000000000014,0.295801358894909,1.9057979478828224,31.80000000000032,1.9057979478828224,8301
formal_ablation_full_case1,case1,full,15,98015,5,2,2,1,1,1,0.3000000000000042,0.1500000000000021,0.3764057084374905,1.854926834772736,28.800000000000274,1.854926834772736,8301
formal_ablation_full_case1,case1,full,15,98015,6,2,2,1,1,1,0.3499999999999801,0.17499999999999,0.3758503718705016,1.3574912148763527,32.65000000000028,1.0609469864867118,8301
formal_ablation_full_case1,case1,full,15,98015,7,2,2,1,1,1,0.2500000000000035,0.1250000000000017,0.3424491524123789,2.675569632916531,30.00000000000029,1.8327594097353133,8301
formal_ablation_full_case1,case1,full,16,98016,0,3,3,1,1,1,0.3000000000000042,0.1000000000000014,0.3293723536897094,1.5103365280454952,30.450000000000298,1.5103365280454952,8301
formal_ablation_full_case1,case1,full,16,98016,1,3,3,1,1,1,0.4000000000000057,0.1777777777777795,0.2977969842660002,1.7704575112290843,29.15000000000028,1.7704575112290843,8301
formal_ablation_full_case1,case1,full,16,98016,2,3,3,1,1,1,0.1500000000000021,0.0555555555555571,0.3444269639284763,1.4127855686267663,28.40000000000027,1.0692320558025286,8301
formal_ablation_full_case1,case1,full,16,98016,3,3,3,1,1,1,0.1500000000000021,0.0555555555555559,0.4035532331444226,1.6371729670472035,31.80000000000032,0.8154033094254345,8301
formal_ablation_full_case1,case1,full,16,98016,4,2,2,1,1,1,0.0499999999999971,0.0249999999999985,0.4128311537157335,2.0477132376542,34.65000000000017,1.5267860501021175,8301
formal_ablation_full_case1,case1,full,16,98016,5,2,2,1,1,1,0.2000000000000028,0.1000000000000014,0.3292347539861299,1.3188101828499037,30.100000000000293,1.3188101828499037,8301
formal_ablation_full_case1,case1,full,16,98016,6,2,2,1,1,1,0.350000000000005,0.1750000000000025,0.4073707562334909,1.5283632012918738,30.5500000000003,1.4947315510106272,8301
formal_ablation_full_case1,case1,full,16,98016,7,2,2,1,1,1,0.0999999999999943,0.0499999999999971,0.368359764104205,1.2176072159549725,33.45000000000024,1.2176072159549725,8301
formal_ablation_full_case1,case1,full,17,98017,0,3,3,1,1,1,0.3000000000000042,0.1333333333333352,0.3749019396600054,2.4510979277636267,30.150000000000293,1.651362032887205,8301
formal_ablation_full_case1,case1,full,17,98017,1,3,3,1,1,1,0.3000000000000042,0.1222222222222235,0.3472579900593345,1.8961358155257289,30.00000000000029,1.2376158397857198,8301
formal_ablation_full_case1,case1,full,17,98017,2,3,3,1,1,1,0.2000000000000028,0.0777777777777792,0.359853991706792,1.9739867908333144,28.55000000000027,1.8022408337992255,8301
formal_ablation_full_case1,case1,full,17,98017,3,3,3,1,1,1,0.4000000000000057,0.1444444444444469,0.3639294845555327,2.1094794218419906,31.500000000000316,2.0107208881377736,8301
formal_ablation_full_case1,case1,full,17,98017,4,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.3847785317767959,2.404627368040996,29.550000000000285,1.6042606304140257,8301
formal_ablation_full_case1,case1,full,17,98017,5,2,2,1,1,1,0.2499999999999964,0.1249999999999982,0.3986471782488123,1.6069994842635582,32.100000000000314,1.6069994842635582,8301
formal_ablation_full_case1,case1,full,17,98017,6,2,2,1,1,1,0.1499999999999914,0.0749999999999957,0.3586367262658001,2.8047985100105954,33.35000000000024,1.7721519535382988,8301
formal_ablation_full_case1,case1,full,17,98017,7,2,2,1,1,1,0.1999999999999886,0.0999999999999943,0.3350422281087482,0.6376255551184131,32.800000000000274,0.6376255551184131,8301
formal_ablation_full_case1,case1,full,18,98018,0,3,3,1,1,0,0.6000000000000085,0.2333333333333366,0.4454846838993993,1.1605940115908857,29.650000000000286,1.1605940115908857,8301
formal_ablation_full_case1,case1,full,18,98018,1,3,3,1,1,1,0.2000000000000028,0.0888888888888897,0.3964908238267481,1.6253174115415048,28.350000000000268,1.6253174115415048,8301
formal_ablation_full_case1,case1,full,18,98018,2,3,3,1,1,1,0.4000000000000057,0.166666666666669,0.3472860644423809,1.9226414563858547,28.250000000000263,1.5337396629349531,8301
formal_ablation_full_case1,case1,full,18,98018,3,3,3,1,1,0,0.5000000000000071,0.2000000000000028,0.3971010546523634,1.2853801212486888,30.350000000000296,1.2853801212486888,8301
formal_ablation_full_case1,case1,full,18,98018,4,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.3335431197185082,1.600605145813224,31.30000000000031,1.600605145813224,8301
formal_ablation_full_case1,case1,full,18,98018,5,2,2,1,1,1,0.1999999999999886,0.0999999999999943,0.3017153602648805,0.9749951896945224,34.700000000000166,0.8573186074851281,8301
formal_ablation_full_case1,case1,full,18,98018,6,2,2,1,1,1,0.2999999999999829,0.1499999999999914,0.4065304726407961,2.3431714920470776,33.90000000000021,1.8473016553952504,8301
formal_ablation_full_case1,case1,full,18,98018,7,2,2,1,1,1,0.2499999999999929,0.1249999999999964,0.3251943821084849,1.4149050699496848,32.15000000000031,1.3889149572564552,8301
formal_ablation_full_case1,case1,full,19,98019,0,3,3,1,1,1,0.350000000000005,0.1222222222222223,0.2711231792931228,2.195318564619145,27.80000000000026,1.915360488042933,8301
formal_ablation_full_case1,case1,full,19,98019,1,3,3,1,1,1,0.3000000000000042,0.1000000000000014,0.3560050549338646,1.3223364352984006,27.80000000000026,1.1168074366977905,8301
formal_ablation_full_case1,case1,full,19,98019,2,3,3,1,1,0,0.5000000000000071,0.18888888888889,0.4058631785101865,1.4145224672343517,29.60000000000029,1.0305072595951088,8301
formal_ablation_full_case1,case1,full,19,98019,3,3,3,1,1,0,0.6000000000000085,0.2333333333333366,0.3498411680383037,2.057042597209006,31.40000000000031,1.0827020584895488,8301
formal_ablation_full_case1,case1,full,19,98019,4,2,2,1,1,1,0.0999999999999943,0.0499999999999971,0.4048741811789668,1.3636103143413476,33.45000000000024,1.2311435444601548,8301
formal_ablation_full_case1,case1,full,19,98019,5,2,2,1,1,1,0.2500000000000035,0.1250000000000017,0.3390935818880773,2.535161696949957,29.750000000000288,1.8795760987856829,8301
formal_ablation_full_case1,case1,full,19,98019,6,2,2,1,1,1,0.1499999999999914,0.0749999999999957,0.3600284026506402,2.3458168592135573,34.80000000000016,1.7262841447193384,8301
formal_ablation_full_case1,case1,full,19,98019,7,2,2,1,1,1,0.1500000000000021,0.075000000000001,0.3201861327253265,0.8603935258743012,31.20000000000031,0.8603935258743012,8301
formal_ablation_full_case1,case1,full,20,98020,0,3,3,1,1,1,0.4500000000000064,0.1777777777777807,0.3258513738850025,1.1847787363276037,28.750000000000277,0.8878277545171137,8301
formal_ablation_full_case1,case1,full,20,98020,1,3,3,1,1,1,0.4000000000000057,0.1555555555555573,0.2896422602722491,2.1915825726142706,31.100000000000307,1.370201008031447,8301
formal_ablation_full_case1,case1,full,20,98020,2,3,3,1,1,0,0.5500000000000078,0.2000000000000028,0.3929188288089293,1.7820445680340156,30.5500000000003,0.6796490257954998,8301
